effect_id,card_number,card_name,card_kind,rarity,creature_type,magic_type,magic_subtype,is_equip,trigger,condition_type,condition_values_json,action_order,effect_group,engine_action_type,reusable_function,target,value_text,stat_changes_json,structured_params_json,damage_type,duration_type,duration_amount,duration_unit,duration_text,stack_rule,tick_timing,requires_response_window,source_linked,uses_anchoring,needs_manual_review,implementation_notes,original_effect_text,engine_effect_json
045-E01,045,Demon Dragon,CREATURE,Epic,Demon,,,FALSE,WHILE_ON_FIELD,TEXT,"{""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}",1,Scaling Modifier,APPLY_DYNAMIC_STAT_MODIFIER,applyDynamicStatModifier,This creature,For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1,"[{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}]","{""target"": ""This creature"", ""valueText"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While on field,,,FALSE,FALSE,FALSE,FALSE,Use total cards in all opponents' hands for multiplayer; in 1v1 this is opponent hand size.,For every card in your opponents' hand add: Atk Dice Rolls: +1. Modifier: +1.,"{""id"": ""045-E01"", ""trigger"": ""WHILE_ON_FIELD"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale stats by opponent hand card count"", ""target"": ""This creature"", ""value"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""This creature"", ""valueText"": ""For every card in opponents' hand: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""OPPONENTS_HAND_CARD_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent hand size changes""}, ""duration"": {""text"": ""While on field"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": ""Use total cards in all opponents' hands for multiplayer; in 1v1 this is opponent hand size."", ""needsReview"": false}"
046-E01,046,Alkonost,CREATURE,Epic,Beast,,,FALSE,DURING_YOUR_TURN_ACTIVATED,TEXT,"{""type"": ""TEXT"", ""text"": ""Matching \""Harpy\"" or \""Alkonost\"" exists in your deck or hand""}",1,Limited Summon,SUMMON_LIMITED_CREATURE,summonLimitedFromZone,Harpy or Alkonost from deck or hand,Limited Summon matching creature(s),[],"{""target"": ""Harpy or Alkonost from deck or hand"", ""valueText"": ""Limited Summon matching creature(s)"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Matching \""Harpy\"" or \""Alkonost\"" exists in your deck or hand""}, ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZones"": [""DECK"", ""HAND""], ""match"": {""nameIn"": [""Harpy"", ""Alkonost""]}, ""summonType"": ""LIMITED_SUMMON""}",,WHILE_ON_FIELD,,,While source effect remains active,,,FALSE,TRUE,FALSE,FALSE,Source-linked; returned to hand if Alkonost leaves field or effect is negated.,"During your turn, you may summon a 'Harpy' or 'Alkonost' from your deck or hand as a Limited Summon. For each, add +1 Atk Dice and +1 Modifier to this card. Return Limited Summons to your hand if this creature leaves the field or this effect is negated.","{""id"": ""046-E01"", ""trigger"": ""DURING_YOUR_TURN_ACTIVATED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Matching \""Harpy\"" or \""Alkonost\"" exists in your deck or hand""}, ""actionType"": ""SUMMON_LIMITED_CREATURE"", ""effectGroup"": ""Limited Summon"", ""actionText"": ""Summon Harpy or Alkonost as Limited Summon"", ""target"": ""Harpy or Alkonost from deck or hand"", ""value"": ""Limited Summon matching creature(s)"", ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""summonLimitedFromZone"", ""params"": {""target"": ""Harpy or Alkonost from deck or hand"", ""valueText"": ""Limited Summon matching creature(s)"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Matching \""Harpy\"" or \""Alkonost\"" exists in your deck or hand""}, ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""fromZones"": [""DECK"", ""HAND""], ""match"": {""nameIn"": [""Harpy"", ""Alkonost""]}, ""summonType"": ""LIMITED_SUMMON""}, ""notes"": ""Source-linked; returned to hand if Alkonost leaves field or effect is negated."", ""needsReview"": false}"
046-E02,046,Alkonost,CREATURE,Epic,Beast,,,FALSE,WHILE_LIMITED_SUMMON_LINKED,TEXT,"{""type"": ""TEXT"", ""text"": ""Limited Summon created by this effect exists""}",2,Scaling Modifier,APPLY_DYNAMIC_STAT_MODIFIER,applyDynamicStatModifier,This card,For each linked Limited Summon: Atk Dice Rolls +1; Modifier +1,"[{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}]","{""target"": ""This card"", ""valueText"": ""For each linked Limited Summon: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Limited Summon created by this effect exists""}, ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,WHILE_ON_FIELD,,,While source effect remains active,,,FALSE,TRUE,TRUE,FALSE,,"During your turn, you may summon a 'Harpy' or 'Alkonost' from your deck or hand as a Limited Summon. For each, add +1 Atk Dice and +1 Modifier to this card. Return Limited Summons to your hand if this creature leaves the field or this effect is negated.","{""id"": ""046-E02"", ""trigger"": ""WHILE_LIMITED_SUMMON_LINKED"", ""condition"": {""type"": ""TEXT"", ""text"": ""Limited Summon created by this effect exists""}, ""actionType"": ""APPLY_DYNAMIC_STAT_MODIFIER"", ""effectGroup"": ""Scaling Modifier"", ""actionText"": ""Scale this card by linked Limited Summons"", ""target"": ""This card"", ""value"": ""For each linked Limited Summon: Atk Dice Rolls +1; Modifier +1"", ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""reusableFunction"": ""applyDynamicStatModifier"", ""params"": {""target"": ""This card"", ""valueText"": ""For each linked Limited Summon: Atk Dice Rolls +1; Modifier +1"", ""statChanges"": [{""stat"": ""ATK_DICE_ROLLS"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}, {""stat"": ""MODIFIER"", ""operation"": ""ADD_PER_COUNT"", ""valuePerCount"": 1, ""countSource"": ""LINKED_LIMITED_SUMMON_COUNT""}], ""condition"": {""type"": ""TEXT"", ""text"": ""Limited Summon created by this effect exists""}, ""duration"": {""text"": ""While source effect remains active"", ""type"": ""WHILE_ON_FIELD""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
046-E03,046,Alkonost,CREATURE,Epic,Beast,,,FALSE,ON_SOURCE_INVALIDATED,SOURCE_INVALIDATED,"{""type"": ""SOURCE_INVALIDATED"", ""text"": ""This creature leaves field or this effect is negated""}",3,Zone Movement,RETURN_LINKED_SUMMON,returnLinkedSummon,Linked Limited Summon(s),Return to your hand,[],"{""target"": ""Linked Limited Summon(s)"", ""valueText"": ""Return to your hand"", ""statChanges"": [], ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This creature leaves field or this effect is negated""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,INSTANT,,,Instant,,,FALSE,TRUE,TRUE,FALSE,,"During your turn, you may summon a 'Harpy' or 'Alkonost' from your deck or hand as a Limited Summon. For each, add +1 Atk Dice and +1 Modifier to this card. Return Limited Summons to your hand if this creature leaves the field or this effect is negated.","{""id"": ""046-E03"", ""trigger"": ""ON_SOURCE_INVALIDATED"", ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This creature leaves field or this effect is negated""}, ""actionType"": ""RETURN_LINKED_SUMMON"", ""effectGroup"": ""Zone Movement"", ""actionText"": ""Return linked Limited Summons to hand"", ""target"": ""Linked Limited Summon(s)"", ""value"": ""Return to your hand"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""returnLinkedSummon"", ""params"": {""target"": ""Linked Limited Summon(s)"", ""valueText"": ""Return to your hand"", ""statChanges"": [], ""condition"": {""type"": ""SOURCE_INVALIDATED"", ""text"": ""This creature leaves field or this effect is negated""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": true, ""usesAnchoring"": true, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
050-E01,050,Ignitus,MAGIC,Common,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""Roll 1 die""}",1,Direct Damage,ROLL_DAMAGE_TABLE,rollDamageTable,Target creature,Roll damage table,[],"{""target"": ""Target creature"", ""valueText"": ""Roll damage table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2, 3, 4, 5], ""damage"": 15}, {""results"": [6], ""damage"": 30}]}",EFFECT_DAMAGE,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,Damage table uses a D6 result.,Roll 1 die to inflict damage on a creature. If the result is: 1-5: 15 damage. 6: 30 damage.,"{""id"": ""050-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""actionType"": ""ROLL_DAMAGE_TABLE"", ""effectGroup"": ""Direct Damage"", ""actionText"": ""Roll die and deal table damage"", ""target"": ""Target creature"", ""value"": ""Roll damage table"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""rollDamageTable"", ""params"": {""target"": ""Target creature"", ""valueText"": ""Roll damage table"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Roll 1 die""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""dieSize"": 6, ""table"": [{""results"": [1, 2, 3, 4, 5], ""damage"": 15}, {""results"": [6], ""damage"": 30}]}, ""notes"": ""Damage table uses a D6 result."", ""needsReview"": false}"
051-E01,051,Evil Queen,MAGIC,Epic,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""Magic card exists on the field""}",1,Destroy,DESTROY_MAGIC_CARDS,destroyMagicCards,1 magic card on the field,Destroy 1,[],"{""target"": ""1 magic card on the field"", ""valueText"": ""Destroy 1"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card exists on the field""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""maxCount"": 1}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,Destroy 1 magic card on the field.,"{""id"": ""051-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card exists on the field""}, ""actionType"": ""DESTROY_MAGIC_CARDS"", ""effectGroup"": ""Destroy"", ""actionText"": ""Destroy selected magic card"", ""target"": ""1 magic card on the field"", ""value"": ""Destroy 1"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""destroyMagicCards"", ""params"": {""target"": ""1 magic card on the field"", ""valueText"": ""Destroy 1"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Magic card exists on the field""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""maxCount"": 1}, ""notes"": """", ""needsReview"": false}"
052-E01,052,Magic Eater,MAGIC,Epic,,STANDARD,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""Opponent controls magic cards""}",1,Destroy,DESTROY_MAGIC_CARDS,destroyMagicCards,All magic cards on opponent's side of the field,Destroy all,[],"{""target"": ""All magic cards on opponent's side of the field"", ""valueText"": ""Destroy all"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent controls magic cards""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}",,INSTANT,,,Instant,,,FALSE,FALSE,FALSE,FALSE,,Destroy all magic cards on opponents side of the field.,"{""id"": ""052-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent controls magic cards""}, ""actionType"": ""DESTROY_MAGIC_CARDS"", ""effectGroup"": ""Destroy"", ""actionText"": ""Destroy all opponent-side magic cards"", ""target"": ""All magic cards on opponent's side of the field"", ""value"": ""Destroy all"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""destroyMagicCards"", ""params"": {""target"": ""All magic cards on opponent's side of the field"", ""valueText"": ""Destroy all"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""Opponent controls magic cards""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null}, ""notes"": """", ""needsReview"": false}"
053-E01,053,Melody of the Deep,MAGIC,Epic,,LIGHTNING,NONE,FALSE,ON_OPPONENT_PLAYS_MAGIC_OR_ATTACK_HITS,OPPONENT_PLAYS_MAGIC,"{""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card or lands a hit""}",1,Negation,NEGATE_ATTACK_OR_MAGIC,negateAttackOrMagic,Opponent magic card or attack,Negate selected legal event,[],"{""target"": ""Opponent magic card or attack"", ""valueText"": ""Negate selected legal event"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card or lands a hit""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""modes"": [""NEGATE_MAGIC_TO_CEMETERY"", ""NEGATE_ATTACK""]}",,INSTANT,,,Instant,,,TRUE,FALSE,FALSE,FALSE,,"Play this card from your hand when your opponent plays a magic card or lands a hit. Negate the magic card effect and send it to the cemetery, or negate the attack.","{""id"": ""053-E01"", ""trigger"": ""ON_OPPONENT_PLAYS_MAGIC_OR_ATTACK_HITS"", ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card or lands a hit""}, ""actionType"": ""NEGATE_ATTACK_OR_MAGIC"", ""effectGroup"": ""Negation"", ""actionText"": ""Negate magic card effect and send it to cemetery, or negate the attack"", ""target"": ""Opponent magic card or attack"", ""value"": ""Negate selected legal event"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""negateAttackOrMagic"", ""params"": {""target"": ""Opponent magic card or attack"", ""valueText"": ""Negate selected legal event"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_MAGIC"", ""text"": ""Opponent plays a magic card or lands a hit""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""modes"": [""NEGATE_MAGIC_TO_CEMETERY"", ""NEGATE_ATTACK""]}, ""notes"": """", ""needsReview"": false}"
054-E01,054,Hell Hath No Fury,MAGIC,Epic,,LIGHTNING,NONE,FALSE,ON_PLAY,TEXT,"{""type"": ""TEXT"", ""text"": ""This card is played when played""}",1,Negation Rule,SET_CAN_BE_NEGATED,setCanBeNegated,This card,Cannot be negated,[],"{""target"": ""This card"", ""valueText"": ""Cannot be negated"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""canBeNegated"": false}",,WHILE_RESOLVING,,,While resolving,,,FALSE,FALSE,FALSE,FALSE,Set response flags so this card cannot be negated during its response window.,Play this card from your hand when your opponent plays a Lightning card. Take away 1/2 of the remaining HP of their primary creature. This card cannot be negated.,"{""id"": ""054-E01"", ""trigger"": ""ON_PLAY"", ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""actionType"": ""SET_CAN_BE_NEGATED"", ""effectGroup"": ""Negation Rule"", ""actionText"": ""Card cannot be negated"", ""target"": ""This card"", ""value"": ""Cannot be negated"", ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""reusableFunction"": ""setCanBeNegated"", ""params"": {""target"": ""This card"", ""valueText"": ""Cannot be negated"", ""statChanges"": [], ""condition"": {""type"": ""TEXT"", ""text"": ""This card is played when played""}, ""duration"": {""text"": ""While resolving"", ""type"": ""WHILE_RESOLVING""}, ""damageType"": """", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": null, ""stackRule"": null, ""tickTiming"": null, ""canBeNegated"": false}, ""notes"": ""Set response flags so this card cannot be negated during its response window."", ""needsReview"": false}"
054-E02,054,Hell Hath No Fury,MAGIC,Epic,,LIGHTNING,NONE,FALSE,ON_OPPONENT_PLAYS_LIGHTNING,OPPONENT_PLAYS_LIGHTNING,"{""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}",2,HP Reduction,DEAL_PERCENTAGE_DAMAGE,dealPercentageDamage,Opponent primary creature,Remove 1/2 remaining HP,[],"{""target"": ""Opponent primary creature"", ""valueText"": ""Remove 1/2 remaining HP"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""fractionNumerator"": 1, ""fractionDenominator"": 2, ""rounding"": ""CEIL"", ""basis"": ""REMAINING_HP""}",EFFECT_DAMAGE,INSTANT,,,Instant,,,TRUE,FALSE,FALSE,FALSE,Half values always round up per global rules.,Play this card from your hand when your opponent plays a Lightning card. Take away 1/2 of the remaining HP of their primary creature. This card cannot be negated.,"{""id"": ""054-E02"", ""trigger"": ""ON_OPPONENT_PLAYS_LIGHTNING"", ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""actionType"": ""DEAL_PERCENTAGE_DAMAGE"", ""effectGroup"": ""HP Reduction"", ""actionText"": ""Take away half of remaining HP"", ""target"": ""Opponent primary creature"", ""value"": ""Remove 1/2 remaining HP"", ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""reusableFunction"": ""dealPercentageDamage"", ""params"": {""target"": ""Opponent primary creature"", ""valueText"": ""Remove 1/2 remaining HP"", ""statChanges"": [], ""condition"": {""type"": ""OPPONENT_PLAYS_LIGHTNING"", ""text"": ""Opponent plays a Lightning card""}, ""duration"": {""text"": ""Instant"", ""type"": ""INSTANT""}, ""damageType"": ""EFFECT_DAMAGE"", ""sourceLinked"": false, ""usesAnchoring"": false, ""roundingMode"": ""CEIL"", ""stackRule"": null, ""tickTiming"": null, ""fractionNumerator"": 1, ""fractionDenominator"": 2, ""rounding"": ""CEIL"", ""basis"": ""REMAINING_HP""}, ""notes"": ""Half values always round up per global rules."", ""needsReview"": false}"
